screen_name,betweenness_centrality,degree_in,followers_count,group,belongs_to,profile_image_url
ChrisPegler,1563.2,76,291,4,ukoer,http://a0.twimg.com/profile_images/55830222/stopandsearch_normal.jpg
frenchdisko,28.43,8,59,0,ukoer,http://a0.twimg.com/profile_images/78250566/anna_normal.jpg
Oxford4Learning,26.312,6,53,0,SCOREProject,http://a0.twimg.com/profile_images/1747841328/F_Geng__normal.jpg
lunalanguage,0,0,92,3,SCOREProject,http://a0.twimg.com/profile_images/1940565570/headshot_backdoor_normal.jpg
neilshel,20.11,5,41,4,ukoer,http://a0.twimg.com/profile_images/1663926274/Guyana__Indonesia__and_general_150_normal.jpg
HESTEM,5.8512,7,183,3,SCOREProject,http://a0.twimg.com/profile_images/1299438231/HESTEMTWEET_normal.jpg
HEAHealthSciEd,31.167,4,37,3,ukoer,http://a0.twimg.com/profile_images/2092334388/Health_Sciences_sharpened_normal.png
rscwales,323.06,55,662,0,ukoer,http://a0.twimg.com/profile_images/1259481594/RSCWalesTwitterLogo_normal.png
alexpreal,4.5767,3,29,4,ukoer,http://a0.twimg.com/profile_images/1226426402/Picture0004bis_normal.jpg
iangardnergb,63.826,5,150,0,SCOREProject,http://a0.twimg.com/profile_images/1540874119/cnv00024_normal.jpg
freemusiccharts,0,0,98,4,SCOREProject,http://a0.twimg.com/profile_images/1481174095/twitterpic_normal
Cheryl4TeL,802.22,21,122,0,SCOREProject,http://a0.twimg.com/profile_images/1428796756/cheryl_normal.jpg
a4m111,0,0,29,2,ukoer,http://a0.twimg.com/profile_images/1425944845/avatar14343_47_normal.gif
Onkloud9,57.426,12,196,2,ukoer,http://a0.twimg.com/profile_images/493346478/MB_010_normal.jpg
sotonDE,16.81,8,76,0,SCOREProject,http://a0.twimg.com/profile_images/1641814728/Capture_normal.PNG
Uli_T,428.48,8,68,1,ukoer,http://a0.twimg.com/profile_images/334197459/f1_normal.jpg
sarahinthepark,0,0,136,1,SCOREProject,http://a0.twimg.com/profile_images/1512513765/books4_normal.png
bio_kent,49.126,2,226,3,ukoer,http://a0.twimg.com/profile_images/452150763/bioscience2_normal.jpg
writersinspire,151.03,9,89,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/2100831075/20120412-ddp5wjfyn9dbgmd8n7pb1mpj5g_normal.jpg
kefletcher,119.53,20,207,4,ukoer,http://a0.twimg.com/profile_images/1168913200/windy_headshot_normal.jpg
apk1975,9.0354,4,65,1,ukoer,http://a0.twimg.com/profile_images/118777250/leon_glasses_s_normal.JPG
jomasterson7,1074.7,28,58,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/259841731/Joanne_Masterson_normal.jpg
AmyatVADS,935.53,17,355,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1152200287/004826_1_mini_normal.jpg
getpolymath,0.44898,1,3050,4,ukoer,http://a0.twimg.com/profile_images/1725019547/Favicon_normal.png
IgniteFutures,0,1,161,4,SCOREProject,http://a0.twimg.com/profile_images/1197101095/Picture_3_normal.png
melshall,0,2,59,0,ukoer,http://a0.twimg.com/profile_images/1750815295/image_normal.jpg
Marbellis,0.85682,1,215,4,SCOREProject,http://a0.twimg.com/profile_images/1056758453/27402_616315547_8532_q_normal.jpg
Danceswithcloud,12.189,6,93,0,ukoer,http://a0.twimg.com/profile_images/1213598693/Sandra_and_Lesley_by_sea_normal.jpg
gemzoed,0.29073,3,161,2,SCOREProject,http://a0.twimg.com/profile_images/1849277225/wartimesepia_normal.png
JorumTeam,6123,193,737,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1115742677/Jorum_logo_bluetiny_normal.gif
IECESC,0,0,22,4,ukoer,http://a0.twimg.com/profile_images/1996429689/IECESC-A_Cropped_normal.jpg
holl_elearning,77.036,11,80,0,ukoer,http://a0.twimg.com/profile_images/1386878415/MMUlogo_reasonably_small_normal.jpg
IngridWagemans,0,0,113,2,ukoer,http://a0.twimg.com/profile_images/1114653918/Ingrid_Wagemans_normal.jpg
danielclarkfca,39.003,6,195,0,SCOREProject,http://a0.twimg.com/profile_images/1542621326/Close_up_headshot_normal.jpg
mcorreia9,97.708,4,64,4,SCOREProject,http://a0.twimg.com/profile_images/2131478466/foto_telm_normal.jpg
craigdooley,85.782,7,100,0,ukoer,http://a0.twimg.com/profile_images/1319616450/n602821462_1275507_5691_normal.jpg
weedog,208.89,27,321,0,ukoer,http://a0.twimg.com/profile_images/1155260549/qrme_normal.jpg
biffwa,4.1872,1,81,2,ukoer,http://a0.twimg.com/profile_images/1634403138/400px-Flammarion_normal.jpg
stiiiv,20.243,5,147,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1675381555/SK___Tie_1_normal.JPG
simon_mahony,42.51,8,401,1,ukoer,http://a0.twimg.com/profile_images/130212454/Smir_Medium__normal.jpg
neilgmcpherson,132.15,8,173,0,ukoer,http://a0.twimg.com/profile_images/1879195517/nm1_normal.jpg
Sarah_Cunnane,45.022,7,230,3,ukoer,http://a0.twimg.com/profile_images/1801387637/Sarah_Cunnane_normal.jpg
siansquire,719.15,3,41,0,ukoer,http://a0.twimg.com/profile_images/1417073022/face_normal.JPG
christa_line,586.79,41,336,0,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1214454269/e7db7dbf-6563-4913-9fc1-a6ac29fcc177_normal.jpg
MainwoodDavid,0,0,118,4,SCOREProject,http://a0.twimg.com/profile_images/1721612837/Image2_normal.png
gillferrell,375.98,40,206,0,ukoer,http://a0.twimg.com/profile_images/1738991108/gill_for_upload__2__normal.PNG
chemtube3d,89.778,5,304,0,ukoer,http://a0.twimg.com/profile_images/275180429/E2all_normal.jpg
LynBender,152.19,14,89,0,SCOREProject,http://a0.twimg.com/profile_images/1705613690/203140_100002658301979_5498092_n_normal.jpg
JISCLegal,1058.6,104,905,0,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1281612871/JISCLegal_Square_Logo_normal.jpg
jwp555,0.67691,3,93,1,ukoer,http://a0.twimg.com/profile_images/1038463439/old_man_cactus_normal.jpg
ocwsearch,291.19,29,260,4,ukoer,http://a0.twimg.com/profile_images/851342068/favicon-talk_normal.png
planetou,222.44,20,170,4,SCOREProject,http://a0.twimg.com/profile_images/53619158/planetou_normal.jpg
xerte_project,2461.4,85,353,0,ukoer,http://a0.twimg.com/profile_images/224601955/twitter_normal.jpg
tdmderrin,28.797,6,137,0,SCOREProject,http://a0.twimg.com/profile_images/1407866007/derrin-twitter-personal_normal.jpg
hurricaneally,4.4258,3,172,2,SCOREProject,http://a0.twimg.com/profile_images/703401215/n710485752_2261_normal.jpg
Bea_John,62.078,10,147,0,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1773231107/bernadette_normal.jpg
leaduab,72.224,6,114,4,SCOREProject,http://a0.twimg.com/profile_images/1692585196/lead_vimeo_normal.jpg
conclusao,0,1,52,4,SCOREProject,http://a0.twimg.com/profile_images/1498400733/c_normal.jpg
KTDigital,285.44,23,484,1,ukoer,http://a0.twimg.com/profile_images/479927042/me_2_normal.jpg
francesferreira,134.61,9,120,4,SCOREProject,http://a0.twimg.com/profile_images/1307393934/IMGP2138_normal.JPG
DominicNewbould,6.5133,6,178,4,SCOREProject,http://a0.twimg.com/profile_images/2145265695/606feb44-7e87-4c50-9326-be0f0344777f_normal.png
PSilviya,0.034483,1,25,2,ukoer,http://a0.twimg.com/profile_images/1514197088/102_0047_-_Copy_normal.JPG
santtuc,0,1,283,2,ukoer,http://a0.twimg.com/profile_images/1294266145/dd6960bd-86a1-47dd-9462-fe9afff2a77f_normal.jpg
narcomarco,32.782,8,197,0,ukoer,http://a0.twimg.com/profile_images/1189651914/me_normal.jpg
Mackiwg,2295.5,61,471,4,SCOREProject,http://a0.twimg.com/profile_images/1066358035/440px-Wayne_Mackintosh_Yale_2010_normal.jpg
t1mc,118.19,17,80,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/75990341/Photo_15_normal.jpg
pheras,0,0,144,4,SCOREProject,http://a0.twimg.com/profile_images/1232067075/41372_710588328_7552_q_normal.jpg
guardianxpo,2.52,1,37,0,SCOREProject,http://a0.twimg.com/profile_images/1205975082/active-flow_normal.jpg
antoesp,231.06,45,798,4,ukoer,http://a0.twimg.com/profile_images/574985423/Foto_23_normal.jpg
rlnoss,150.12,28,267,0,ukoer,http://a0.twimg.com/profile_images/1187231800/richard_noss_portrait_normal.jpg
preetharam,45.696,16,490,4,SCOREProject,http://a0.twimg.com/profile_images/1136921680/preetha2009_normal.jpg
sergiolagoa,14.23,5,89,4,SCOREProject,http://a0.twimg.com/profile_images/1571510386/eu_manif_normal.jpg
HEA_Scotland,450.28,76,1104,3,ukoer,http://a0.twimg.com/profile_images/1840924263/HEA_Logo_Twitter_normal.jpg
meatyloafy,123.59,6,120,2,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1386909576/baby_picture_normal.jpg
LT_Falmouth_Uni,49.585,6,69,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1749707006/lunchandlearn_normal.jpg
LucyLuCarroll,52.79,8,118,2,ukoer,http://a0.twimg.com/profile_images/1720289798/image_normal.jpg
xpert_project,3141.2,89,240,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1106344093/logoresults_normal.gif
heiwpresearch,714.18,4,99,3,SCOREProject,http://a0.twimg.com/profile_images/2100424224/DOI_-_Word_Cloud_all_abstracts_photocopy_effect_normal.png
JISCAdvance,3207.6,132,736,0,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1120956843/JA_for_Twitter_normal.jpg
cgreen,510.65,50,1210,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/26424262/Sailing_001_normal.jpg
ae_romero,1.7785,1,72,4,ukoer,http://a0.twimg.com/profile_images/14665572/Imagen011_normal.jpg
chrissinerantzi,1969.1,34,275,0,SCOREProject,http://a0.twimg.com/profile_images/1857302449/chrissi_july2011_2_1_small_normal.jpg
dr_neil,556.44,67,492,0,ukoer,http://a0.twimg.com/profile_images/1735408001/twitt2_normal.jpg
PhilipDLight,0,0,29,0,ukoer,http://a0.twimg.com/sticky/default_profile_images/default_profile_4_normal.png
hea_AH,30.939,8,75,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/2024668053/Arts_and_Humanities_HEA_logo_electronic_version_JPEG_normal.jpg
mikethrussell,51.186,13,159,0,ukoer,http://a0.twimg.com/profile_images/1244454734/Screen_shot_2011-02-14_at_20.59.39_normal.png
philosopher1978,312.06,34,403,4,ukoer,http://a0.twimg.com/profile_images/843638509/face_normal.jpg
giotita,218.82,30,327,4,ukoer,http://a0.twimg.com/profile_images/27922642/me_in_som_hous_normal.jpg
will789gb,10.798,6,168,4,ukoer,http://a0.twimg.com/profile_images/69236582/will-twitt_normal.jpg
SCOREProject,64692,303,327,4,ukoer,http://a0.twimg.com/profile_images/1163182653/logo_small_normal.PNG
Rob_work,348.75,44,288,0,ukoer,http://a0.twimg.com/profile_images/927808370/ninjasaur_rob_normal.png
alexbrightab,0,0,60,4,SCOREProject,http://a0.twimg.com/profile_images/1149371353/2_normal.jpg
amcgettigan,1.7833,4,333,3,ukoer,http://a0.twimg.com/profile_images/1262764606/Photo-0121_normal.jpg
Routesintolangs,7.689,10,847,3,SCOREProject,http://a0.twimg.com/profile_images/1089681868/routes_icon_for_forums_normal.gif
livcoll_lrc,13.881,5,200,2,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1701857767/7Yor5hhxynoYm4UwDtIJVRSFLsa-WJ-n1DnFpL61uN8__normal.png
timku,825.6,24,267,0,ukoer,http://a0.twimg.com/profile_images/66328064/Tim3_normal.jpg
What5_N3w,0.68036,2,78,3,ukoer,http://a0.twimg.com/profile_images/1215738869/Mel_normal.jpg
mrgarin,5.6668,3,319,4,ukoer,http://a0.twimg.com/profile_images/441078691/xp0whmy5r0fJFYAwmBTK2WDTrF160QjgPk1D7gaFwamalQjwEG21xQVuBt55aCdQ_normal.jpg
juliekeane,49.92,6,286,4,SCOREProject,http://a0.twimg.com/profile_images/555679739/IMG_0262_1_normal.JPG
MKM61,2.2915,1,55,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1747878205/Small-DSCF9813_normal.jpg
EmmaCooksonUCBC,17.559,3,326,2,ukoer,http://a0.twimg.com/profile_images/1240636500/PhotoEditor1297377490902_normal.jpg
yrathro,194.92,17,305,0,ukoer,http://a0.twimg.com/profile_images/1164609393/rt_s_normal.jpg
The_AUA,65.274,14,595,3,ukoer,http://a0.twimg.com/profile_images/1848512229/Crest_1_Red__black_on_white__normal.jpg
swordapp,512.12,32,441,1,ukoer,http://a0.twimg.com/profile_images/102863514/swordappTwitter_normal.jpg
janetfinlay,1239.4,30,314,0,ukoer,http://a0.twimg.com/profile_images/913866966/janet-show_normal.jpg
ISRecruit,0,0,161,2,ukoer,http://a0.twimg.com/profile_images/1735955067/isrlogo_normal.png
kindofdigital,61.429,3,445,3,SCOREProject,http://a0.twimg.com/profile_images/1163674113/square-logo_normal.png
canningcircus,30.202,9,205,2,ukoer,http://a0.twimg.com/profile_images/1702309792/CP_001800px_normal.jpg
nimble_monkey,8.8157,4,207,1,ukoer,http://a0.twimg.com/profile_images/1465353295/m0nks_haircut1_normal.gif
willwoods,385.96,27,260,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/524575262/will_woods_small_normal.jpg
Tim10101,3683.2,53,194,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/73781386/tim_normal.jpg
saylordotorg,592.62,40,529,4,ukoer,http://a0.twimg.com/profile_images/1292777754/favicon180_normal.png
amoisesmatos,651.38,4,140,4,SCOREProject,http://a0.twimg.com/profile_images/1133842436/ana_normal.jpg
RSCLondon,595.42,45,413,0,SCOREProject,http://a0.twimg.com/profile_images/1208401554/RSC_London_Logo_normal.jpg
BDMediaZoo,1287.9,55,387,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/819772547/image_preview_normal.jpg
twitthaus,3743.1,69,298,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1867414190/Gabi_Witthaus_480X480_normal.jpg
lisparcell,780.6,50,305,0,ukoer,http://a0.twimg.com/profile_images/79883701/IMAGE_222_normal.jpg
TheCRA,302.19,28,203,0,ukoer,http://a0.twimg.com/profile_images/470397279/twitter_normal.JPG
statsepi,8.0804,3,451,3,SCOREProject,http://a0.twimg.com/profile_images/1153338565/sigma_small_normal.jpg
MirandaBustard,0,0,42,3,SCOREProject,http://a0.twimg.com/sticky/default_profile_images/default_profile_4_normal.png
LTNottingham,2318.4,81,356,0,ukoer,http://a0.twimg.com/profile_images/1129432789/twittersq_normal.jpg
LiamEarney,418.09,19,213,1,ukoer,http://a0.twimg.com/profile_images/325060850/IMG_0071_normal.jpg
trixieBooth,74.89,15,130,3,ukoer,http://a0.twimg.com/profile_images/2049402864/misty_normal.jpg
david_mossley,337.2,20,94,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1526499969/273529_530851928_8277101_n_normal.jpg
jisccetis,9255.4,94,352,0,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1163865526/transparent-logo-50_normal.jpg
shirleyevans,130.32,13,127,0,ukoer,http://a0.twimg.com/profile_images/1877299295/Shirley_March_2012_normal.jpg
liborhurt,1.2478,2,114,1,ukoer,http://a0.twimg.com/profile_images/1973457552/fP3UcdM1_normal
HazooEducation,136.62,10,210,4,SCOREProject,http://a0.twimg.com/profile_images/1517485113/me_normal.jpg
PAKendrick,1.9823,4,127,0,ukoer,http://a0.twimg.com/profile_images/1763614259/image1326877896_normal.png
eddebainbridge,56.705,16,1287,4,SCOREProject,http://a0.twimg.com/profile_images/1357470345/ridiculous_normal.jpg
drnickpearce,1390.1,44,357,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/506423209/4629_207319525477_821010477_7054819_7621621_s_normal.jpg
strictlykaren,314.35,18,242,0,ukoer,http://a0.twimg.com/profile_images/1168508756/karenS_normal.jpg
jiMMUni,126.67,12,227,0,ukoer,http://a0.twimg.com/profile_images/268976155/4927_114811854055_821019055_2758343_4822252_n_normal.jpg
marta_u,783.2,13,261,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1399064100/poss_portrait_normal.JPG
DIALProject,422.73,20,93,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1656935463/DIAL_logo_fill-SQ-new-big_normal.jpg
zrinkav,0.39102,1,90,4,ukoer,http://a0.twimg.com/profile_images/1859040587/Moj_avatarv_normal.jpg
Oliver_Jenkins,5.2463,6,162,0,ukoer,http://a0.twimg.com/profile_images/1840987754/OJ_QR_Profile_normal.png
BeckPitt,20.6,12,175,4,SCOREProject,http://a0.twimg.com/profile_images/1797031093/reading_normal.jpg
ifrank,32.417,6,199,4,ukoer,http://a0.twimg.com/profile_images/1883574824/frank_ilene2_normal.jpg
ltgoxford,2278.3,59,689,2,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/758086565/ltg_normal.jpg
EleniZazani,773.8,18,267,2,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1110712150/EZazani_bigger_normal.jpg
CareersInfo,5.7733,4,248,2,ukoer,http://a0.twimg.com/profile_images/280489444/profile_pic_normal.JPG
SergioFonsec,0,0,66,4,ukoer,http://a0.twimg.com/profile_images/1407641433/SF_Image_normal.jpg
hea_EvidenceNet,3556.3,117,628,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1120280530/EN__logo_notext_ball_20080807_normal.GIF
kimmy_mc,5.2435,4,144,4,SCOREProject,http://a0.twimg.com/profile_images/1120304577/Kim_Mc_normal.jpg
VickiMcGarvey,1621.5,61,257,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1440939525/DSC06183v3_normal.JPG
diversitylib,0.125,2,53,2,ukoer,http://a0.twimg.com/profile_images/1694542634/Kellermagazin_normal.JPG
HEA_SE,1238.9,61,540,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1184789348/clip_image003_normal.gif
fmccdancer,57.22,7,147,0,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1814982066/2986d6a8-a616-4d2e-a271-117048ee1be8_normal.png
LaurianW,84.125,10,96,1,"SCOREProject,ukoer",http://a0.twimg.com/sticky/default_profile_images/default_profile_5_normal.png
CapitaEdSEN,162.44,1,118,3,ukoer,http://a0.twimg.com/profile_images/2035091310/social_media_Logo_educ_res_normal.JPG
eLene2learn,396.92,21,328,4,SCOREProject,http://a0.twimg.com/profile_images/1181510067/Deb_CV09_normal.jpg
pierrefar,47.918,12,2066,1,ukoer,http://a0.twimg.com/profile_images/1206498555/Pierre-Far-2_normal.jpg
LLASCentre,1906.5,60,902,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1452974639/LLAS_Icon_normal.png
catherinewasiuk,159.44,22,173,0,ukoer,http://a0.twimg.com/profile_images/1359689025/186540_607860581_7349055_n_normal.jpg
R3beccaF,578.23,42,485,4,SCOREProject,http://a0.twimg.com/profile_images/1638382716/squaremii_normal.jpg
Liza_Hitge,1.5951,2,98,4,ukoer,http://a0.twimg.com/profile_images/1905632252/IMG_1474_normal.JPG
debseed,23.476,5,249,0,ukoer,http://a0.twimg.com/profile_images/1498783948/AVATAR_normal.jpg
budsmam,4.9102,5,168,2,ukoer,http://a0.twimg.com/profile_images/1174070503/profile_normal.jpg
grainnehamilton,377.45,32,391,0,ukoer,http://a0.twimg.com/profile_images/2060427246/image_normal.jpg
daviddclay,190.64,16,537,2,ukoer,http://a0.twimg.com/profile_images/468288203/138485566_7f17aafe84_s_normal.jpg
agentjohnson,85.548,10,287,0,ukoer,http://a0.twimg.com/profile_images/1771476583/IMG01979-20120121-2047_normal.jpg
jaxrafferty,10.01,9,718,3,ukoer,http://a0.twimg.com/profile_images/1857340243/JackieR09_normal.jpg
NKorn,770.8,47,317,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1296296595/IMGP0206_normal.JPG
ubuntourist,130.84,1,87,4,SCOREProject,http://a0.twimg.com/profile_images/1179332912/GRI_Kevin_Cole_normal.jpg
DianeChoiceKY,1.8523,1,21,4,SCOREProject,http://a0.twimg.com/sticky/default_profile_images/default_profile_3_normal.png
BenGuilbaud,357.89,22,261,0,ukoer,http://a0.twimg.com/profile_images/2086912257/image_normal.jpg
MTG_work,187.05,20,229,1,SCOREProject,http://a0.twimg.com/profile_images/1813648369/headshot_normal.jpg
ruchione,0,0,291,2,ukoer,http://a0.twimg.com/profile_images/186564597/ME_normal.jpg
Learn4work,37.786,7,413,2,ukoer,http://a0.twimg.com/profile_images/1236848052/My_headshot_normal.JPG
philbarker,3659.2,93,455,1,ukoer,http://a0.twimg.com/profile_images/1929482121/philb_normal.jpg
zeeik,0,0,64,1,SCOREProject,http://a0.twimg.com/profile_images/1966526454/logo_zeeik_normal.PNG
slewth,141.68,20,629,0,ukoer,http://a0.twimg.com/profile_images/853613852/twitter_normal.jpg
jj27vv,35.283,6,249,0,SCOREProject,http://a0.twimg.com/profile_images/1602233459/JVMRi3.tiff_normal.jpg
jacqu23,176.67,13,108,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1795542933/bc1vNS5n_normal
KavuBob,4206.6,128,713,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1163345241/profile_normal.jpg
ffynnonweb,47.412,12,200,0,ukoer,http://a0.twimg.com/profile_images/1246396607/ffynnonweb_fbgreen_normal.jpg
sitvis,241.36,6,152,2,ukoer,http://a0.twimg.com/profile_images/1458259542/Gregor1_normal.jpg
BioethicsUK,0.44708,1,906,2,ukoer,http://a0.twimg.com/profile_images/116615974/Copy_of_thruskyscrapertokyo_normal.jpg
waqast44,13.878,3,249,3,SCOREProject,http://a0.twimg.com/profile_images/1409460056/Pic_11_normal.JPG
traceymadden,2863.3,96,585,1,ukoer,http://a0.twimg.com/profile_images/780909066/botharms_normal
postgradtoolbox,179.47,20,1500,3,ukoer,http://a0.twimg.com/profile_images/1111821823/toolbox_logo_vertical_normal.png
trishlet,3.1524,2,405,4,ukoer,http://a0.twimg.com/profile_images/1297537509/photo__4__normal.JPG
serena4444,45.051,3,57,0,ukoer,http://a0.twimg.com/profile_images/1790111920/flower_normal.jpg
karenf59,155.32,26,275,0,ukoer,http://a0.twimg.com/profile_images/1119622111/me_normal.JPG
sarahhorrigan,950.22,71,1281,0,ukoer,http://a0.twimg.com/profile_images/56435651/Me_normal.jpg
RebeccaGalley,2109.1,65,434,0,SCOREProject,http://a0.twimg.com/profile_images/669903362/005_normal.JPG
afdujardin,180.06,27,570,0,ukoer,http://a0.twimg.com/profile_images/248254903/AFDujardin2_normal.jpg
Kiltey,295.96,20,167,0,ukoer,http://a0.twimg.com/profile_images/1586140492/greatkilt_normal.jpg
reedyreedles,844.83,24,446,0,ukoer,http://a0.twimg.com/profile_images/55969021/me_normal.jpg
xolabs,0,0,532,4,SCOREProject,http://a0.twimg.com/profile_images/587063738/x_normal.gif
JackieCarter,3149.9,94,587,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1345208779/Jackie_5_normal.JPG
jjlawless,20.537,2,382,4,ukoer,http://a0.twimg.com/profile_images/1630285666/nbek9_normal.jpg
fionajharvey,348,30,302,0,ukoer,http://a0.twimg.com/profile_images/1784694098/IMG_0584_normal.JPG
JSJennie,11.646,3,120,0,ukoer,http://a0.twimg.com/profile_images/1177804435/Me_normal.jpg
aisantos,2894.5,48,671,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/73396814/P1000877_normal.JPG
hblanchett,999.05,50,407,0,ukoer,http://a0.twimg.com/profile_images/999814012/HCB3_normal.jpg
DafyddTrystan,35.381,5,918,3,ukoer,http://a0.twimg.com/profile_images/1589819321/4-DafyddFinalBW-3064_normal.jpg
Joscelyn,505.68,27,1355,1,ukoer,http://a0.twimg.com/profile_images/2103790533/headshot3_resized_normal.jpg
wolfstrome,0,0,383,4,SCOREProject,http://a0.twimg.com/profile_images/1227075727/Grey_Wolf_Orca_normal.JPG
DDerraven,1.0357,1,134,0,ukoer,http://a0.twimg.com/profile_images/865586265/Dawn_normal.jpg
AngloFLE,65.903,9,434,3,SCOREProject,http://a0.twimg.com/profile_images/665186877/120px-Share.svg_normal.png
gillybean42,994.19,25,326,1,ukoer,http://a0.twimg.com/profile_images/1640500659/Gill2_normal.jpg
ChandosTweets,41.841,5,585,2,ukoer,http://a0.twimg.com/profile_images/1231662003/Chandos_Twitter_normal.jpg
daveowhite,3508,154,2216,0,ukoer,http://a0.twimg.com/profile_images/1511523833/OERTwitB_normal.jpg
HeyWayne,58.582,17,173,0,ukoer,http://a0.twimg.com/profile_images/52390122/Wayne-Barry-2_normal.jpg
aclobridge,114,5,362,1,SCOREProject,http://a0.twimg.com/profile_images/1318277677/aclobridge_02-2011_125x125_normal.jpg
misetak,32.247,11,610,4,SCOREProject,http://a0.twimg.com/profile_images/1424397890/robocup_normal.png
